episode_index,building,collector_id,language_instruction,language_instruction_2,language_instruction_3,is_episode_successful,task_index
42724,BWW,be856380,Pick up the green toy from the lime green block and put it in the green bowl,Put the blue toy in the bowl,Put the blue thing into the bowl,true,24456
42735,BWW,be856380,Pick up the orange on the left and put it in the green bowl,Put the orange in the bowl,Put the toy orange in the bowl,true,24460
42743,BWW,be856380,"","","",false,0
42776,BWW,be856380,"","","",false,0
42779,BWW,be856380,Put the banana on the table,Move the banana from the tray to the table,Pick up the yellow banana toy from the tray and put it on the table,true,420
42789,BWW,be856380,Take the bottle out of the carrier bag,Take the white bottle off out the carrier bag,Remove the white bottle from the plastic bag,true,3511
42823,BWW,be856380,Pick up the red toy apple and put it in the green bowl,Move the toy apple from the table to the bowl,Put the orange object inside the bowl,true,3859
42832,BWW,be856380,Put the blue plush block on top of the orange plush block,Move the top toy foam from the left toy foam to the middle toy foam,Pick up the block with the number four on it and put it on the block with the number six on it,true,24510
42833,BWW,be856380,"","","",false,0
42862,BWW,be856380,Pick up the lime green ring from the ring holder and put it on the table,Put the green object on the table,Remove the green ring from the orange rod and put it on the table,true,24099
42898,BWW,be856380,Take a ring off of the ring toss,Remove the red ring from the ring stacking stand and put it on the table near the green ring,Put the pink ring on the table,true,24544
42905,BWW,be856380,Remove the orange object from the wooden tray,Pick up the red toy strawberry from the tray and put it on the table,Remove the strawberry plush toy from the tray and put it on the table,true,24545
42938,BWW,be856380,Press the orange button on the stove,Press the top orange button on the microwave controlling panel of the stove,Press a button on the stove,true,3796
42946,BWW,be856380,Pick up the blue cup on the counter top of the sink and move it to the right on top of the upside down laying orange cup on the worktop,Put the blue cup on top of the orange cup,Remove the blue cup from on top of the sink and put it on the orange cup on the table,true,24562
42959,BWW,be856380,Put the blue block into the bowl,Move a blue block from the table to the bowl,Pick up a small blue block on the top left on the blocks nearest to the green bowl and put it in the green bowl,true,24568
43017,BWW,be856380,Move the green block to the left,"Put the green block on the table, then move it to the left",Pick up the green block from the blue block top and put it on the left side of the green bowl on the worktop,true,3148
43058,BWW,be856380,Put the blue cup on the table,Put the blue cup on the table,Pick up the blue mug from the sink and put it on the table,true,12023
43078,BWW,be856380,Move the yellow cube from the right and back to the left,Put the yellow block on the table then place it on the grey block,Move he light green block to the table then back on the gray block,true,24624
43087,BWW,be856380,Put the purple object in the box,Pick up the brown plush toy from the table and put it in the tray,Put the plum plush toy on the tray,true,24627
43088,BWW,be856380,Put the light blue plushy cube on top of the orange plushy cube,Put the furthest toy block on the closest toy block,Pick up the block with the black square and stack it on top of the block with a house image on it,true,24628
43111,BWW,be856380,Push the top right button of the toy stove,Press the top right orange button on the stove,Press the top red button on the right side of the stove,true,6744
43157,BWW,be856380,Place the dark green ring on the stack,Put the green ring around the orange rod,Pick up the green ring from the table and put it on the ring holder,true,7981
43169,BWW,be856380,Put the white bottle in the plastic bag,Pick up the white container from the table and put it in the orange plastic,Put the white bottle in the plastic,true,11250
43172,BWW,be856380,Put the banana onto the tray,"Put the banana on the tray, then add the blue cube to the stack",Pick up the banana and place it in the wooden tray and then pick up the blue block and stack it on top of the light green block,true,24665
43182,BWW,be856380,Put one small yellow block in the green bowl,Put one yellow block in the green bowl,Put a small yellow block in the bowl,true,11505
43197,BWW,be856380,Put the clear item on the block,Put the colorless ring around the orange rod,Put the transparent ring through the pole,true,24677
43227,BWW,be856380,Remove the bottle from the table and put it in the plastic,Pick up the brown medicine bottle with a yellow lid and put it in the orange plastic,Put the container on the table in the orange plastic bag.,true,24691
43232,BWW,be856380,Remove the orange object from the bowl,Put the orange bear toy on the table,Pick up the orange toy from the green bowl and put it on the table,true,5326
43234,BWW,be856380,Pick up the gray block and put it on top of the orange block,Put the gray block on the orange block,Put the grey block on the orange block,true,24697
43245,BWW,be856380,Put the green ring on the orange stand,Put the dark green ring around the orange rod,Pick up the dark green ring and put it on the ring stacking stand,true,21605
43255,BWW,be856380,Pick up the blue block from the table and put it in the wooden tray,Move the blue block from the table to the tray,Pick up the blue block and put it in the tray,true,24706
43268,BWW,be856380,Put the yellow cube on the table,Remove the light green block from the wooden tray and put it on the table near the green block,Put the yellow block off of the tray,true,24715
43284,BWW,be856380,Turn the first and third knob from the left in a clockwise direction,Turn the left knob clockwise and back then turn the third knob clockwise,Twist the first knob to the right,true,24724
43292,BWW,be856380,"","","",false,0
43314,BWW,be856380,Remove the white and blue container from the plastic bag and put it on the table,Move the box from the plastic bag to the table,Put the blue and white container on the table,true,8905
43323,BWW,be856380,Press the top button on the right side of the stove,Press the top switch on the stove,Press a top orange button on the microwave oven controlling panel of the stove,true,198
43324,BWW,be856380,Put a small orange block in the bowl,Put a small orange block in the bowl,Put the small orange block in the green bowl,true,14885
43353,BWW,be856380,Pick up the yellow toy from the green bowl and put it on the table,Remove the yellow toy from the green bowl,Pick up the yellow duck toy from the green bowl and put it on the table,true,18992
43362,BWW,be856380,"","","",false,0
43368,BWW,be856380,"","","",false,0
43376,BWW,be856380,Take the orange ring off of the tray,Put the orange ring on the table,Put the orange ring on the table,true,24779
43449,BWW,be856380,"Put the small, orange object on the wooden tray",Pick up the strawberry from the table and put it in the wooden tray,Put the strawberry in the box,true,24827
43451,BWW,be856380,"","","",false,0
43452,BWW,be856380,Put the plum in the green bowl,Put the apple in the bowl,Pick up the plum and put it in the green bowl,true,17113
43455,BWW,be856380,"","","",false,0
43514,BWW,be856380,No action,No action,No action,true,346
43515,BWW,be856380,Move the green toy to the table,Remove the green ring from the orange rod and put it on the table,Remove the green ring from the pole,true,24863
43538,BWW,be856380,Put the yellow block on top of the grey block,Move the light green block from the dark green block to the gray block,Put the lime green building block on top of the gray building block,true,24875
43542,BWW,be856380,Take the yellow bottle out of the plastic bag and put it on the table,Pick up the brown medicine bottle with a yellow lid from the orange plastic bag and put it on the table,Remove the brown bottle from the plastic,true,24877
43558,BWW,be856380,Put the clear ring on the orange stand,Put the colorless ring around the orange rod,Pick up the clear ring and stack it on the ring stacking stand,true,11662
43577,BWW,be856380,"","","",false,0
43590,BWW,be856380,Pick up the green block then set it on top of the orange block.,Put the green block on the table,Pick the green block from the stack to by waving it to the right and then put it back on the stack,true,24900
43591,BWW,be856380,"","","",false,0
43593,BWW,be856380,Put the blue ring on the tray,Put the blue ring in the box,Put the blue ring on the tray,true,5571
43596,BWW,be856380,Take the green block out of the sink and place it on top of the stack,Remove the lime green building block from the sink and put it on the green building block,Pick up the lime green block and put it on the green block,true,24903
43611,BWW,be856380,Put the round yellow toy in the bowl,Put the yellow spiked toy in the green bowl,Put the round yellow toy in the bowl,true,3523
43628,BWW,be856380,Remove the round cornered square bottle from the plastic bag and place it on the table,Take the box out of the plastic bag,Remove the blue and white box from the orange plastic bag and put it on the table,true,24915
43694,BWW,be856380,Press the top button on the right side of the stove.,Push the top right button on the toy stove,Press the top right orange button on the microwave oven control panel of the stove,true,4937
43725,BWW,be856380,Pick up the red ring and put it in the tray,Pick up the red ring and put it in the tray,Pick up the red ring and place it in the wooden tray,true,24962
43745,BWW,be856380,Put the black and white ring over the stake,"Put the small, black and white bracelet around the block",Pick up the black and white striped ring on the table and stack it on the rings on the ring stacking rack,true,24970
43805,BWW,be856380,Press the top right orange button on the stove,Push the top right button on the toy stove,Press the top right orange button on the stove,true,1651
43816,BWW,be856380,Pick up the red strawberry toy from the table and put it in the green bowl,Put the strawberry in the bowl,Put the toy strawberry in the bowl,true,2550
43856,BWW,be856380,Pick up the brown and yellow medicine bottle from the orange plastic bag and put it on the table,Remove the bottle with a yellow cap from the plastic bag and put it on the table,Remove the yellow and brown bottle from the plastic bag and put it on the table,true,25024
43873,BWW,be856380,Put the orange cup on the counter,Put the small orange cup on the sink,Put the orange cup on the toy sink,true,20495
43910,BWW,be856380,Put the gray block on top of the green block,Put the grey block on the green block,Pick up the gray block and put it on the green block,true,25053
43935,BWW,be856380,Turn the knob to the far left,Turn the far left stove knob clockwise once,Turn the knob on the stove,true,25066
43950,BWW,be856380,Remove the blue ball from the bowl and put it on the table,Remove the ball from the green bowl and put it on the table,Pick up the blue ball from the green bowl and put it on the table,true,25074
43988,BWW,be856380,Remove the yellow plastic animal from the bowl and put it on the table,Remove the yellow object from the bowl,Remove the yellow toy animal from the bowl and put it on the table,true,25093
44011,BWW,be856380,Pick up the light blue toy and put it in the green bowl,Pick up the light blue toy from the table and put it in the green bowl,Put the blue thing into the bowl,true,25103
44021,BWW,be856380,Press the top right button on the stove,Press the top switch on the stove,Press the button on the stove,true,1032
44085,BWW,be856380,Pick up the red ring and put it in the tray,Put the red ring on the tray,Put the red ring in the box,true,24962
44118,BWW,be856380,Put the green toy in the green bowl,Put the green toy animal in the bowl,Pick up the green toy and place it in the green bowl,true,14355
44137,BWW,be856380,Put the yellow block on the table,Remove the light green block from the top of the plush block,Remove the yellow block from the top of the block with a house image on top and place the yellow block on the table,true,1855
44139,BWW,be856380,Remove the clear ring from the orange rod and put it on the table,Take the clear ring off of the ring toss,Take the clear ring off the stack and put it on the table,true,25170
44213,BWW,be856380,Put the yellow thing into the bowl,Pick up the yellow duck toy and put it in the green bowl,Put the yellow thing into the bowl,true,15740
44255,BWW,be856380,"","","",false,0
44268,BWW,be856380,"","","",false,0
44279,BWW,be856380,Put the lemon on the table.,Put the lemon on the table,Remove the yellow ball from the box,true,25241
44299,BWW,be856380,"","","",false,0
44304,BWW,be856380,Put the red ring on the table,Put the red ring in the box,Put the red ring onto the tray,true,365
44308,BWW,be856380,Put the green block on top of the blue block,Put the green building block on top of the blue building block,Remove the green block from the gray block top and move it onto the blue block top,true,1222
44313,BWW,be856380,Pick up the blue brush and put it in the blue mug,Move the toy brush from the toy sink to the blue cup,Remove the blue brush from the sink and put it in the blue cup on the blue plate,true,25260
44348,BWW,be856380,Put the banana in the box,Put the banana inside the wooden tray,Put the banana in the box,true,10812
44370,BWW,be856380,"","","",false,0
44372,BWW,be856380,Press a button on the stove,Press the top right button on the stove,Push the bottom button on the top half of the stove,true,4714
44398,BWW,be856380,Put the orange block on the table,Pick up the orange block from the tray and put it on the table,Put the orange dice on the table,true,10321
44419,BWW,be856380,"","","",false,0
44427,BWW,be856380,Put the white and black block on the tray,Put the checked plushy cube in the crate,Pick up the block with a letter on top on the table and put it in the wooden tray,true,25319
44436,BWW,be856380,Put the orange toy in the green bowl,Pick up the orange toy and put it in the green bowl,Put the orange toy in the bowl,true,4834
44450,BWW,be856380,"","","",false,0
44491,BWW,be856380,Press the top button on the right side of the stove,Push the top right button on the toy stove,Press the orange button on the stove,true,198
44506,BWW,be856380,Remove the green ring from the orange rod and put it on the table,Take the light green ring off the stack and put it on the table,Remove the green ring from the orange rod and put it on the table,true,7334
44535,BWW,be856380,Put the blue box in the plastic bag,Put the blue container in the plastic bag,Put the blue and white container in the orange plastic bag,true,9652
44545,BWW,be856380,Pick up the blue block and put it in the green bowl,Put one blue block in the bowl,Put a small purple block in the green bowl,true,25376
44557,BWW,be856380,Put the bottle with a yellow cap in the plastic bag,Put the syrup bottle in the plastic bag,Put the yellow bottle in the plastic bag,true,24235
44566,BWW,be856380,Put the circular object on the orange object,Place the green ring on the orange stand.,Put the green ring around the orange rode,true,25386
44578,BWW,be856380,Remove the banana from the wooden tray and put it on the table,Move the banana from the tray to the table,Take the banana off of the tray,true,17758
44601,BWW,be856380,Put the white and black dice on the tray,Pick up the block with the number one on it and put it in the tray,Put one toy foam in the box,true,25404
44614,BWW,be856380,Put the red ring through the pole,Pick up the red ring and put it on the ring holder,Put the red ring through the pole,true,25411
44646,BWW,be856380,Pick up the orange block and put it in the green bowl,Put the orange block in the bowl,Put the orange building block on the green bowl,true,25423
44707,BWW,be856380,Push the top right orange button on the cooker,Push the top orange button on the right side of the stoves button display,Press the top switch on the stove,true,1915
44710,BWW,be856380,Move the light green block from the tray to the table,Remove the green block from the wooden tray,Remove the green block from the wooden tray and put it on the table,true,25455
44717,BWW,be856380,Put the banana on the table,Remove the banana from the box,Move the banana from the tray to the table,true,420
44761,BWW,be856380,Put the orange in the green bowl,Pick up the orange fruit on the table top and put it in the green bowl,Put the orange plush toy in the green bowl,true,9424
44767,BWW,be856380,Pick up the orange cup and put it in the sink,Put the orange cup in the sink,Put the orange cup into the sink,true,22071
44800,BWW,be856380,Pick up the block with the letter a on it and put it on the table next to the block with the number four on it,Pick up the block with the letter a on it and put it on the table next to the block with the number four on it,Move the right toy foam to the left,true,25491
44820,BWW,be856380,Put the green block in the crate,Put the dark green toy block in the box,Place the dark green block on the tray,true,11802
44833,BWW,be856380,Put the small red fruit in the green bowl,Put the strawberry in the bowl,Put the strawberry in the green bowl,true,25505
44839,BWW,be856380,Put the blue ring in the crate,Put the blue ring on the tray,Pick the blue ring and put it on the tray,true,25509
44865,BWW,be856380,Put the shorter white pill bottle in the plastic bag,Put the shorter white bottle in the plastic bag,Put the container with the orange label in the orange plastic bag.,true,25524
44918,BWW,be856380,"","","",false,0
44963,BWW,be856380,Shift the clear item to the table,Take the clear ring off the stack and put it on the pile of rings,Put the transparent ring on the green ring,true,25573
44991,BWW,be856380,Take the blue cup out of the toy sink and put it on the orange plate,Remove the blue cup from inside the sink and put it on the orange plate,Put the blue cup on the orange plate,true,25588
45062,BWW,be856380,Remove the white bottle from the plastic bag and put it on the table,Take the white and orange bottle out of the plastic bag and put it on the table,Remove the white bottle from the plastic and put it on the table,true,18258
45090,BWW,be856380,Push the top orange button on the right side of the stoves button display,Push the top right orange button on the cooker,Push the top right button on the toy stove,true,9656
45111,BWW,be856380,Remove the blue box from the plastic,Remove the blue packet from the plastic bag,Remove the box from the plastic and put it on the table,true,17393
45120,BWW,be856380,Remove the orange toy from the green bowl and put it on the table,Pick up the orange toy from the green bowl and put it on the table,Remove one orange object from the bowl,true,14685
45121,BWW,be856380,Push the top orange button on the right side of the stove button display,Tap the top button on the stove,Push the top switch on the stove,true,793
45128,BWW,be856380,"","","",false,0
45140,BWW,be856380,Pick up the plushy cube on the right and put it in the crate,Put the toy foam in the box,Put the black and white soft cube on the tray,true,25655
45148,BWW,be856380,"","","",false,0
45162,BWW,be856380,"","","",true,0
45185,BWW,be856380,Turn the second knob from the right to the right.,Turn the third knob from the left clockwise,Turn the second blue knob from the right on the stove to the right,true,25675
45188,BWW,be856380,Press the top button on the stove,Press the top switch on the stove,Press the top button on the right side of the stove,true,11595
45197,BWW,be856380,Remove the blue ring from the wooden tray and put it on the table to the right,Put the blue ring on the table,Move the blue ring from the tray to the table,true,25681
45252,BWW,be856380,Put the orange ring in the box.,Place the orange ring on the tray,Put the orange ring in the box.,true,25707
45256,BWW,be856380,Put the blue box in the plastic,Put the blue box in the plastic,Put the blue and white container in the orange plastic bag,true,10646
45284,BWW,be856380,"","","",false,0
45285,BWW,be856380,Pick up the pink block and put it on the orange block,Put the pink building block on the orange building block,Pick up the pink block and put it on the orange block,true,3680
45291,BWW,be856380,Push the pink and grey block off the other blocks and then put the pink block on the light blue plushy cube,"Push off the pink and grey blocks, then stack the pink block on the toy foams",Put the pink block on the soft blocks,true,25721
45294,BWW,be856380,"","","",false,0
45323,BWW,be856380,Put the blue block in the bowl,Put one blue block in the bowl,Pick up the top stacked blue block and put it in the green bowl,true,20513
45326,BWW,be856380,Pick up the orange block from the table and put it in the green bowl,Put the small orange cube in the green bowl,Put the red block into the bowl,true,25742
45387,BWW,be856380,Remove the blue circular object from the wooden tray,Move the blue ring from the tray to the table,Put the blue circular object on the table,true,25772
45388,BWW,be856380,"","","",false,0
45402,BWW,be856380,Remove the orange cup from the sink and put it on top of the blue saucer plate which is on top of a blue cup,Move the orange cup from the sink to the blue plate,Pick up the orange cup from the sink and put it in the blue bowl,true,25780
45423,BWW,be856380,Press the bottom orange button on the microwave oven controlling panel of the stove,Push the top right button on the toy stove,Push the top orange button on the right side of the stove,true,9842
45456,BWW,be856380,Put the bottle with the orange label in the plastic bag,Put the white container in the plastic,Put the white and orange bottle in the plastic bag,true,25809
45460,BWW,be856380,"","","",false,0
45491,BWW,be856380,Move the white and blue bottle from the plastic bag to the table,Remove the roll on stick from the plastic bag and put it on the table,Move a white bottle from the plastic bag to the table,true,25825
45498,BWW,be856380,Pick up the the block with a green triangle on top and drop in the tray,Put a white and black block on the tray,Put one toy foam in the box,true,25829
45522,BWW,be856380,Put the green bear toy in the green bowl,Put the blue folded paper in the green bowl,Put the green toy animal in the bowl,true,25843
45526,BWW,be856380,Pick up the green block and put it on the lime green block,Remove the green block from the tray and put it on the table,Remove the green building block from the tray and put it on the table,true,16172
45553,BWW,be856380,Place the clear ring on the table,Transfer the clear object to the table,Take the clear ring off the stack and place it on the table,true,4845
45554,BWW,be856380,Move the cup to the sink counter,Remove the blue cup stacked on the orange cup in the sink and put it in front of the dishes drying rack,Pick up the blue mug from the sink and put it on the blue surface in front of the dish rack,true,25859
45562,BWW,be856380,Put the grey building block on the pink building block,Pick up the gray block and put it on the pink block,Put the grey block on top of the pink block,true,25864
45624,BWW,be856380,"","","",false,0
45659,BWW,be856380,Put the orange cup in the small cup,Place the orange bowl in the stack,Put the small orange bowl in the small green bowl on the right,true,25909
45670,BWW,be856380,Pick up the long white container from the orange plastic and put it on the table,Take the white and blue bottle out of the plastic bag and put it on the table,Remove the white and blue medicine bottle from the plastic bag and place it on the table,true,25916
45718,BWW,be856380,"","","",false,0
45761,BWW,be856380,Remove the blue ring from the wooden tray and place it on the table,Remove the blue ring from the wooden tray and place it on the table,Put the blue ring on the table,true,25963
45838,BWW,be856380,Put the pink block on the tray,Put the pink block in the crate,Put the pink block on the tray,true,26009
45854,BWW,be856380,"","","",false,0
45863,BWW,be856380,Remove the block with a number image from the wooden tray and put it on the table,Place the white and black block next to the banana on the table,Pick up the block with the number four on it and put it on the table,true,26024
45876,BWW,be856380,Move the orange cube to the table,Transfer the orange cube to the table,Take the orange block off the tray and put it on the table,true,26032
46056,BWW,be856380,Put the green building block on the tray,Pick up the green block and put it in the tray,Put the green block in the box,true,26129
46075,BWW,be856380,Remove the white bottle from the plastic bag,Take the white and orange bottle out of the plastic bag and put it on the table,Pick up the white medicine bottle from the orange plastic and put it on the table,true,8233
46117,BWW,be856380,Place the green bowl upright then put the yellow toy in the bowl,Set the bowl upright then put the yellow toy in it,"Put the bowl upright, then put the yellow doll in the bowl",true,26160
46127,BWW,be856380,Put the block inside the box,Pick up the blue block and place it onto the wooden tray,Put the blue block in the box,true,25368
46179,BWW,be856380,"","","",false,0
46187,BWW,be856380,Remove the banana from the crate,Remove the banana from the wooden box,Move the banana from the tray to the table,true,26197
46224,BWW,be856380,Remove the yellow bear toy from the green bowl and put it on the table,Take the yellow toy out of the bowl and put it on the table,Remove the yellow toy from the green bowl,true,26221
46232,BWW,be856380,Press the top right orange button on the stove,Press the red button on the top right side of the stove,Press the top right orange button on the stove,true,1651
46258,BWW,be856380,Pick up the yellow toy from the blue block and put it in the green bowl,Pick up the yellow duck toy from the blue block and put it in the green bowl,Put the yellow toy in the bowl,true,26238
46292,BWW,be856380,Put a small green block in the bowl,Put one blue block in the bowl,Put one small green block in the bowl,true,26255
46319,BWW,be856380,"","","",false,0
46334,BWW,be856380,Put one small orange block on the left into the green bowl,Put one red dice in the green bowl,Put one red block in the green bowl,true,26274
46335,BWW,be856380,Put the orange toy in the green bowl,Pick up the orange toy from the table and put it in the green bowl,Put the orange toy in the bowl,true,4834
46373,BWW,be856380,Pick up the block with a number image and drop it in the wooden tray,Put a white and black block on the tray,Pick up the block with the number four on it and put it in the tray,true,26291
46401,BWW,be856380,Pick up the brown medicine bottle with a yellow lid from the orange plastic bag and put it on the table,Remove the bottle with a yellow cap and put it on the table,Pick up the yellow and brown bottle from the plastic bag and put it on the table,true,26306
46422,BWW,be856380,Put the brown object in the bowl,Pick up the plum on the table and place it inside the green bowl,Put the plum in the green bowl,true,26311
46431,BWW,be856380,Push the top right orange button on the cooker,Press the orange top button on the microwave controlling panel of the stove,Press a button on the stove,true,1915
46436,BWW,be856380,Remove the object inside the box,Remove the striped ring from the crate and put it on the right side of the table,Take the white and black ring off of the ring toss,true,26318
46437,BWW,be856380,Put the pink cube on top of the orange cube,Place the pink block on top of the orange one,Put the pink block on the orange block,true,26319
46440,BWW,be856380,Put the stripped ring on the orange stand,Pick up the black and white ring from the table and put it on the ring holder,Put the black and white circular object on the orange object,true,26322
46480,BWW,be856380,"","","",false,0
46484,BWW,be856380,Put the blue building block on the table,Remove the blue block from the stack and put it on the table,Put the blue block on the table,true,10284
46490,BWW,be856380,"","","",false,0
46529,BWW,be856380,Put the yellow object in the bowl,Put the yellow object in the bowl,Place the toy peach in the bowl,true,26369
46549,BWW,be856380,Put the grey block on the table,Put the grey building block on the table,Put the grey block on the table,true,2440
46564,BWW,be856380,Put the seal tape in the box,Place the tape on the tray,Pick up the white masking tape and put it on the tray,true,26387
46567,BWW,be856380,Place the green block on the tray then take the orange and green cube and put it on the table,Swap one object from the table and from the tray,Put the green block in the box,true,26389
46607,BWW,be856380,Put the blue container in the plastic bag,Move the box from the table to the plastic bag,Pick up the mentos container from the table and put it in the orange plastic bag,true,402
46630,BWW,be856380,Move the striped ring forwards then put it in the box,Pick up the white and black ring on the table and put it in the wooden tray,Put the black and white object inside the box,true,26424
46657,BWW,be856380,"Move the orange block to the table, then place the yellow bracelet on it",Move the stack from the tray to the table then put the light green ring on it,"Remove the ring holder from the tray, put it on the table and then put the lime green ring on the ring holder",true,26439
46660,BWW,be856380,Take the light blue toy out of the bowl,Move the blue toy animal from the bowl to the table,Pick up the light blue elephant toy from the green bowl and put it on the table,true,26440
46661,BWW,be856380,Put the green object inside the box,Put the green ring inside the crate,Pick up the green ring from the table and put it on the stack of rings in the wooden tray,true,19463
46727,BWW,be856380,Remove the yellow bear from the green bowl and put it on the table,Put the yellow animal toy on the table,Put the yellow bear toy on the table,true,26474
46734,BWW,be856380,Remove the yellow toy from the bowl and put it on the table,Take the yellow toy out of the bowl and put it on the table,Remove the yellow microbe shaped toy from the green bowl and drop it on the worktop,true,26477
46767,BWW,be856380,Put the orange ring onto the ring toss,Pick up the orange ring and stack it onto the ring stacking stand,Pick up the orange ring and put it on the ring holder,true,26493
46772,BWW,be856380,Put the blue block on the table,Put the blue block on the table,Put the blue block on the table,true,5733
46787,BWW,be856380,"","","",false,0
46792,BWW,be856380,Put the green bowl in the purple bowl.,Pick up the little green bowl and stack it into the bowl stack on the table,Put the small green ball inside the purple bowl,true,26503
46810,BWW,be856380,"","","",false,0
46814,BWW,be856380,Pick up the blue block from the tray and put it on the table,Remove the dark blue toy block from the box,Remove the blue block from the wooden tray and put it on the table,true,26514
46829,BWW,be856380,"","","",false,0
46832,BWW,be856380,Put the blue block in the crate,Put the blue block in the box,Put the blue block on the tray,true,7251
46847,BWW,be856380,Put the red ring on the ring holder,Put the red ring on the stake,Place the red ring on the stack,true,23242
46864,BWW,be856380,Remove the white bottle from the plastic and put it on the table,Remove the white bottle from the plastic bag,Remove the white bottle from the plastic and put it on the table,true,4037
46918,BWW,be856380,Pick up one blue block from the green bowl and put it on the table,Shift one cube from the bowl to the table,Remove a purple block from the bowl and put it on the table,true,26558
47074,BWW,be856380,Move the toy knife from the blue cup to the blue mug,Put the knife in the cup on the edge of the sink,Remove the blue dinner knife from the blue cup without handles in the sink and put it in the blue cup with a handle in front of dish drying rack,true,26642
47105,BWW,be856380,Put the white and black ring in the box,Put the dark green ring on the tray,Pick up the white and black ring from the table and put it in the wooden tray,true,26663
47138,BWW,be856380,Push the top right orange button on the cooker,Press the orange button on the stove,Press the top right orange button on the stove,true,1915
47177,BWW,be856380,"","","",false,0
47186,BWW,be856380,Put the blue container in the plastic bag.,Put the white and blue object inside the plastic bag,Pick up the blue bottle and put it inside the plastic bag,true,26702
47193,BWW,be856380,Put the pink block on the gray block,Put the pink block on the grey block,Pick up the pink block from the table and put it on top of the gray block on the stack,true,26705
47197,BWW,be856380,Pick up the orange toy from the green bowl and put it on the table,Remove the orange toy from the bowl,Remove the orange animal toy from the green bowl and drop it on the worktop,true,4838
47204,BWW,be856380,Pick up the orange toy from the green bowl and put it on the table,Remove the orange doll from the bowl,Pick up the orange toy from the green bowl and put it on the table,true,4838
47213,BWW,be856380,Remove the yellow toy from the bowl,Pick up the yellow toy from the green bowl and put it on the table,Move the yellow toy from the bowl to the table,true,26713
47261,BWW,be856380,Put the red ring in the box,Put the red ring on the tray,Pick up the red ring from the table and put it in the tray,true,26740
47266,BWW,be856380,Put the white and blue dice on the table,Take the soft block off the stack and put it on the table,Remove the owl block from the stack and drop it on the table,true,26742
47272,BWW,be856380,Move the middle toy foam to the left,Move the block with the number four on it to the left side of the table,Move the square plush toy in the middle to the left,true,26746
47301,BWW,be856380,"","","",false,0
47306,BWW,be856380,Put the grey block on the stack of blocks,Put the grey block onto the orange block,Pick up the gray block and put it on the orange block,true,26759
47320,BWW,be856380,"Pick up the yellow banana toy, turn it ninety degrees anticlockwise and put it at the edge of the table",Place the banana next to the orange block,Move the banana to the right side of the orange block,true,26766
47335,BWW,be856380,Turn the second right switch to the right,Turn the second knob to the right in the right direction,Turn the second and first right switches to the right,true,26777
47338,BWW,be856380,Take the clear ring off of the tray,Remove the colorless ring from the crate and put it on the pile of rings on the table,Remove the clear ring from the wooden tray and put it on top of the rings pile on the table,true,26779
47348,BWW,be856380,Pick up the pink block and put it on the block with the letter d on it,Put the pink block on the light blue plushy cube,Put the pink block on top of the soft block stand,true,26784
47384,BWW,be856380,Remove the white bottle from the plastic bag,Remove the roll on stick from the plastic bag and put it on the table,Take the white bottle out of the carrier bag,true,8233
47397,BWW,be856380,Put the green object around the block,Pick up the green ring and put it on the ring holder,Put the green ring through the pole,true,26808
47418,BWW,be856380,Press the top right orange button on the stove,Push the top orange button on the right side of the stove,Press the top orange button on the microwave oven controlling panel of the stove,true,1651
47429,BWW,be856380,Pick up the white medicine bottle from the orange plastic and put it on the table,Take a bottle out of the carrier bag,Take the white bottle out of the plastic bag,true,6490
47442,BWW,be856380,Remove the red ring from the box,Pick up the red ring from the tray and put it on the table,Remove the red ring from the box,true,26832
47466,BWW,be856380,"","","",true,0
47501,BWW,be856380,Pick up the clear ring and put it in the tray,Put the clear ring on the tray,Pick up the clear ring and put it in the tray,true,4516
47503,BWW,be856380,Pick up the black and white ring from the ring holder and put it on the table,Remove one band from the pole and put it on the table,Remove the black and white ring from the stand.,true,14027
47505,BWW,be856380,Move the green block from the bowl to the table,Move the light green block to the right side of the table,Pick up the lime green block from the green bowl and put it on the table,true,26858
47510,BWW,be856380,"","","",false,0
47534,BWW,be856380,Put the yellow bowl inside the orange bowl,Put the yellow bowl in the pink bowl on the pile,Put the yellow bowl on top of the stacked bowls,true,26873
47537,BWW,be856380,Put the light green block on top of the dark green block,Pick up the lime green block from the tray and put it on the green block,Lift the light green building block on the right and put it on top of the light green building block to the left,true,14636
47548,BWW,be856380,Put the dark green ring on the stack,Put the green ring through the pole,Pick up the green ring and put it on the ring holder,true,18185
47567,BWW,be856380,Put a small orange block in the bowl,Put the orange block inside the bowl,Put the small orange block in the bowl,true,14885
47572,BWW,be856380,Put the colorless ring around the orange rod,Place the clear ring on the stack,Pick up the clear ring and put it on the ring holder,true,5068
47580,BWW,be856380,Put the pink circular object on the orange object,Put the pink ring through the pole,Pick up the red ring and put it on the ring holder,true,5488
47586,BWW,be856380,Take the lid off the white bottle,"Remove the white bottle's lid, then place it on the tray",Open the lid of the white and orange bottle,true,17356
47603,BWW,be856380,Push the top orange button on the right side of the stove,Push the top right button on the toy stove,Push the top orange button on the right side of the stove,true,5349
47611,BWW,be856380,Put one toy foam on the pink block,Put a white and black block on the pink block,Put one toy foam on the stacked blocks,true,26914
47625,BWW,be856380,Put the red ring around the orange rod,Put the red ring on the stand.,Put the pink ring around the orange rod,true,23401
